"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 23 19:52:34 GMT 2021","Thu Sep 23 19:52:35 GMT 2021","1860","","specs/sample-app/functional/negative.cases/password.empty.test.ts","","","","demonstrate error when password is empty",""
"passed","Thu Sep 23 19:52:30 GMT 2021","Thu Sep 23 19:52:32 GMT 2021","2358","","specs/check.button.innerText.test.ts","","","","the button name is changing",""
"passed","Thu Sep 23 19:52:32 GMT 2021","Thu Sep 23 19:52:34 GMT 2021","1500","","specs/sample-app/functional/login.positive.test.ts","","","","login with correct login and password",""
"passed","Thu Sep 23 19:52:34 GMT 2021","Thu Sep 23 19:52:35 GMT 2021","1603","","specs/sample-app/functional/negative.cases/incorrect.password.case.test.ts","","","","demonstrating error when password is incorrect, login correct",""
"passed","Thu Sep 23 19:52:32 GMT 2021","Thu Sep 23 19:52:34 GMT 2021","1343","","specs/sample-app/functional/negative.cases/all.fields.empty.test.ts","","","","demonstration warning when all fields are empty",""
"passed","Thu Sep 23 19:52:32 GMT 2021","Thu Sep 23 19:52:34 GMT 2021","1903","","specs/find.column.after.reload.test.ts","","","","value of cpu in table that each reload renders equals to text",""
"passed","Thu Sep 23 19:52:36 GMT 2021","Thu Sep 23 19:52:43 GMT 2021","6495","","specs/wait.for.load.page.test.ts","","","","waiting for a page to load",""
"passed","Thu Sep 23 19:52:35 GMT 2021","Thu Sep 23 19:52:36 GMT 2021","1409","","specs/sample-app/ui/all.elements.visible.test.ts","On page is visible:","","","description",""
"passed","Thu Sep 23 19:52:34 GMT 2021","Thu Sep 23 19:52:35 GMT 2021","1297","","specs/sample-app/ui/all.elements.visible.test.ts","On page is visible:","","","h3 tag",""
"passed","Thu Sep 23 19:52:35 GMT 2021","Thu Sep 23 19:52:37 GMT 2021","1475","","specs/visibility.buttons.test.ts","","","","must determine hidden buttons",""
"passed","Thu Sep 23 19:52:30 GMT 2021","Thu Sep 23 19:52:32 GMT 2021","1931","","specs/check.click.test.ts","","","","it is able to click the button",""
"passed","Thu Sep 23 19:52:37 GMT 2021","Thu Sep 23 19:52:38 GMT 2021","887","","specs/sample-app/ui/all.elements.visible.test.ts","On page is visible:","","","username input",""
"passed","Thu Sep 23 19:52:36 GMT 2021","Thu Sep 23 19:52:37 GMT 2021","942","","specs/sample-app/ui/all.elements.visible.test.ts","On page is visible:","","","login status",""
"passed","Thu Sep 23 19:52:34 GMT 2021","Thu Sep 23 19:52:35 GMT 2021","1460","","specs/sample-app/functional/negative.cases/username.empty.test.ts","","","","demonstrate error when login is empty",""
"passed","Thu Sep 23 19:52:35 GMT 2021","Thu Sep 23 19:52:52 GMT 2021","16734","","specs/wait.for.ajax.test.ts","","","","waiting for an element to show up after AJAX",""
"passed","Thu Sep 23 19:52:31 GMT 2021","Thu Sep 23 19:52:32 GMT 2021","1675","","specs/click.count.test.ts","","","","click count increased",""
"passed","Thu Sep 23 19:52:32 GMT 2021","Thu Sep 23 19:52:34 GMT 2021","1502","","specs/find.text.out.of.tags.test.ts","","","","find an element with Welcome text",""
"passed","Thu Sep 23 19:52:38 GMT 2021","Thu Sep 23 19:52:39 GMT 2021","886","","specs/sample-app/ui/all.elements.visible.test.ts","On page is visible:","","","password input",""
"passed","Thu Sep 23 19:52:35 GMT 2021","Thu Sep 23 19:52:36 GMT 2021","1092","","specs/scroll.to.button.test.ts","","","","the button name is changing",""
