"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 26 15:09:57 GMT 2021","Tue Oct 26 15:09:58 GMT 2021","1427","","specs.ui-testing-playground/find.text.out.of.tags.test.ts","","","","find an element with Welcome text",""
"passed","Tue Oct 26 15:10:34 GMT 2021","Tue Oct 26 15:10:36 GMT 2021","1453","","specs.sauce-labs/ui-presentation/checkout.pages/step.two/all.labels.are.right.test.ts","Labels correspond to docs:","","","QTY and DESCRIPTION",""
"passed","Tue Oct 26 15:10:36 GMT 2021","Tue Oct 26 15:10:37 GMT 2021","1107","","specs.sauce-labs/ui-presentation/checkout.pages/step.two/all.labels.are.right.test.ts","Labels correspond to docs:","","","Payment info, Shipping info",""
"passed","Tue Oct 26 15:10:38 GMT 2021","Tue Oct 26 15:10:39 GMT 2021","1134","","specs.sauce-labs/ui-presentation/login.page/input.fields.editable.test.ts","","","","input fields are editable",""
"passed","Tue Oct 26 15:09:54 GMT 2021","Tue Oct 26 15:09:55 GMT 2021","1477","","specs.ui-testing-playground/check.click.test.ts","","","","it is able to click the addToCart",""
"passed","Tue Oct 26 15:10:23 GMT 2021","Tue Oct 26 15:10:25 GMT 2021","1911","","specs.sauce-labs/login/positive.cases/login.standard.user.test.ts","","","","@cookiesWriter login as standard user",""
"passed","Tue Oct 26 15:10:22 GMT 2021","Tue Oct 26 15:10:23 GMT 2021","787","","specs.sauce-labs/login/negative.cases/username.missing.test.ts","","","","appears error when clicking on login with only password entered",""
"passed","Tue Oct 26 15:10:20 GMT 2021","Tue Oct 26 15:10:21 GMT 2021","634","","specs.sauce-labs/login/negative.cases/all.inputs.missed.test.ts","","","","appears error when clicking on login without filling any input",""
"passed","Tue Oct 26 15:09:57 GMT 2021","Tue Oct 26 15:09:58 GMT 2021","584","","specs.ui-testing-playground/scroll.to.button.test.ts","","","","the addToCart name is changing",""
"passed","Tue Oct 26 15:10:21 GMT 2021","Tue Oct 26 15:10:22 GMT 2021","1006","","specs.sauce-labs/login/negative.cases/password.dosnt.match.username.test.ts","","","","appears error when clicking on login with username doesnt match password",""
"passed","Tue Oct 26 15:10:31 GMT 2021","Tue Oct 26 15:10:33 GMT 2021","1904","","specs.sauce-labs/main.page/items.remain.aftet.logout.test.ts","","","","items remain in cart",""
"passed","Tue Oct 26 15:09:56 GMT 2021","Tue Oct 26 15:09:57 GMT 2021","1351","","specs.ui-testing-playground/find.column.after.reload.test.ts","","","","value of cpu in table that each reload renders equals to text",""
"passed","Tue Oct 26 15:09:55 GMT 2021","Tue Oct 26 15:09:56 GMT 2021","686","","specs.ui-testing-playground/click.count.test.ts","","","","click count increased",""
"passed","Tue Oct 26 15:10:30 GMT 2021","Tue Oct 26 15:10:31 GMT 2021","1606","","specs.sauce-labs/main.page/filtration.on.price.to.low.test.ts","","","","prices are in order from high to low after filtration from high to low",""
"passed","Tue Oct 26 15:10:17 GMT 2021","Tue Oct 26 15:10:18 GMT 2021","1493","","specs.sauce-labs/checkout.pages/step.one/negative.cases/firstName.missed.test.ts","","","","Occurs an error when first name input missed",""
"passed","Tue Oct 26 15:09:56 GMT 2021","Tue Oct 26 15:09:56 GMT 2021","663","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","[name=""UserName""] input",""
"passed","Tue Oct 26 15:10:28 GMT 2021","Tue Oct 26 15:10:30 GMT 2021","1601","","specs.sauce-labs/main.page/filtration.on.letters.fromZ.toA.test.ts","","","","items are in order from z to a after filtration from z to a",""
"passed","Tue Oct 26 15:09:51 GMT 2021","Tue Oct 26 15:09:54 GMT 2021","2536","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","h3 tag",""
"passed","Tue Oct 26 15:09:48 GMT 2021","Tue Oct 26 15:09:49 GMT 2021","1160","","sample-app/functional/login.positive.test.ts","","","","login with correct login and password",""
"passed","Tue Oct 26 15:09:54 GMT 2021","Tue Oct 26 15:09:55 GMT 2021","989","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","description",""
"passed","Tue Oct 26 15:10:27 GMT 2021","Tue Oct 26 15:10:28 GMT 2021","910","","specs.sauce-labs/login/positive.cases/login.locked.user.test.ts","","","","appears message about locked user",""
"passed","Tue Oct 26 15:09:56 GMT 2021","Tue Oct 26 15:09:57 GMT 2021","536","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","[name=""Password""] input",""
"passed","Tue Oct 26 15:10:31 GMT 2021","Tue Oct 26 15:10:33 GMT 2021","1876","","specs.sauce-labs/main.page/items.remove.from.cart.test.ts","","","","items remove from cart",""
