"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 15 14:39:17 GMT 2023","Sun Jan 15 14:39:23 GMT 2023","5878","","specs.ui-testing-playground/wait.for.load.page.test.ts","","","","waiting for a page to load",""
"passed","Sun Jan 15 14:39:16 GMT 2023","Sun Jan 15 14:39:16 GMT 2023","636","","specs.ui-testing-playground/find.column.after.reload.test.ts","","","","value of cpu in table that each reload renders equals to text",""
"passed","Sun Jan 15 14:39:16 GMT 2023","Sun Jan 15 14:39:17 GMT 2023","680","","specs.ui-testing-playground/scroll.to.button.test.ts","","","","the addToCart name is changing",""
"passed","Sun Jan 15 14:39:13 GMT 2023","Sun Jan 15 14:39:14 GMT 2023","914","","specs.ui-testing-playground/check.button.innerText.test.ts","","","","the addToCart name is changing",""
"passed","Sun Jan 15 14:39:12 GMT 2023","Sun Jan 15 14:39:13 GMT 2023","964","","sample-app/functional/negative.cases/incorrect.password.case.test.ts","","","","demonstrating error when password is incorrect, login correct",""
"passed","Sun Jan 15 14:39:13 GMT 2023","Sun Jan 15 14:39:13 GMT 2023","785","","sample-app/functional/negative.cases/username.empty.test.ts","","","","demonstrate error when login is empty",""
"passed","Sun Jan 15 14:39:16 GMT 2023","Sun Jan 15 14:39:17 GMT 2023","756","","specs.ui-testing-playground/visibility.buttons.test.ts","","","","must determine hidden buttons",""
"passed","Sun Jan 15 14:39:15 GMT 2023","Sun Jan 15 14:39:16 GMT 2023","524","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","[name=""Password""] input",""
"passed","Sun Jan 15 14:39:16 GMT 2023","Sun Jan 15 14:39:16 GMT 2023","643","","specs.ui-testing-playground/find.text.out.of.tags.test.ts","","","","find an element with Welcome text",""
"passed","Sun Jan 15 14:39:10 GMT 2023","Sun Jan 15 14:39:12 GMT 2023","1436","","sample-app/functional/login.positive.test.ts","","","","login with correct login and password",""
"passed","Sun Jan 15 14:39:15 GMT 2023","Sun Jan 15 14:39:16 GMT 2023","686","","specs.ui-testing-playground/click.count.test.ts","","","","click count increased",""
"passed","Sun Jan 15 14:39:13 GMT 2023","Sun Jan 15 14:39:13 GMT 2023","717","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","h3 tag",""
"passed","Sun Jan 15 14:39:14 GMT 2023","Sun Jan 15 14:39:14 GMT 2023","531","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","login status",""
"passed","Sun Jan 15 14:39:12 GMT 2023","Sun Jan 15 14:39:13 GMT 2023","812","","sample-app/functional/negative.cases/password.empty.test.ts","","","","demonstrate error when password is empty",""
"failed","Sun Jan 15 14:39:17 GMT 2023","Sun Jan 15 14:39:18 GMT 2023","1068","","specs.ui-testing-playground/wait.for.ajax.test.ts","","","","waiting for an element to show up after AJAX",""
"passed","Sun Jan 15 14:39:14 GMT 2023","Sun Jan 15 14:39:15 GMT 2023","794","","specs.ui-testing-playground/check.click.test.ts","","","","it is able to click the addToCart",""
"passed","Sun Jan 15 14:39:11 GMT 2023","Sun Jan 15 14:39:12 GMT 2023","1170","","sample-app/functional/negative.cases/all.fields.empty.test.ts","","","","demonstration warning when all fields are empty",""
"passed","Sun Jan 15 14:39:13 GMT 2023","Sun Jan 15 14:39:14 GMT 2023","518","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","description",""
"passed","Sun Jan 15 14:39:14 GMT 2023","Sun Jan 15 14:39:15 GMT 2023","602","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","[name=""UserName""] input",""
