"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 07 16:11:54 GMT 2021","Thu Oct 07 16:11:59 GMT 2021","4217","","specs.sauce-labs/login/positive.cases/login.standard.user.test.ts","","","","login as standard user if username and password is for standard",""
"passed","Thu Oct 07 16:11:29 GMT 2021","Thu Oct 07 16:11:30 GMT 2021","1206","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","h3 tag",""
"passed","Thu Oct 07 16:11:31 GMT 2021","Thu Oct 07 16:11:32 GMT 2021","1349","","specs.ui-testing-playground/click.count.test.ts","","","","click count increased",""
"passed","Thu Oct 07 16:11:31 GMT 2021","Thu Oct 07 16:11:32 GMT 2021","1353","","specs.ui-testing-playground/find.column.after.reload.test.ts","","","","value of cpu in table that each reload renders equals to text",""
"passed","Thu Oct 07 16:11:53 GMT 2021","Thu Oct 07 16:11:55 GMT 2021","2153","","specs.sauce-labs/login/positive.cases/login.locked.user.test.ts","","","","appears message about locked user",""
"passed","Thu Oct 07 16:11:29 GMT 2021","Thu Oct 07 16:11:31 GMT 2021","1523","","sample-app/functional/negative.cases/username.empty.test.ts","","","","demonstrate error when login is empty",""
"passed","Thu Oct 07 16:11:29 GMT 2021","Thu Oct 07 16:11:31 GMT 2021","1341","","specs.ui-testing-playground/check.click.test.ts","","","","it is able to click the addToCart",""
"passed","Thu Oct 07 16:11:53 GMT 2021","Thu Oct 07 16:11:54 GMT 2021","1647","","specs.sauce-labs/login/negative.cases/username.missing.test.ts","","","","appears error when clicking on login with only password entered",""
"passed","Thu Oct 07 16:11:53 GMT 2021","Thu Oct 07 16:11:56 GMT 2021","2857","","specs.sauce-labs/login/negative.cases/unregistered.user.login.test.ts","","","","appears error when unregistered user clicking on login",""
"passed","Thu Oct 07 16:11:57 GMT 2021","Thu Oct 07 16:11:59 GMT 2021","2157","","specs.sauce-labs/ui-presentation/main.page/all.elements.visible.test.ts","","","","Elements on the main page should be like on the ""golden"" screenshot ",""
"passed","Thu Oct 07 16:11:51 GMT 2021","Thu Oct 07 16:11:52 GMT 2021","1259","","specs.sauce-labs/login/negative.cases/all.inputs.missed.test.ts","","","","appears error when clicking on login without filling any input",""
"passed","Thu Oct 07 16:11:25 GMT 2021","Thu Oct 07 16:11:29 GMT 2021","4765","","sample-app/functional/negative.cases/password.empty.test.ts","","","","demonstrate error when password is empty",""
"passed","Thu Oct 07 16:11:51 GMT 2021","Thu Oct 07 16:11:53 GMT 2021","1331","","specs.sauce-labs/login/negative.cases/password.dosnt.match.username.test.ts","","","","appears error when clicking on login with username doesnt match password",""
"passed","Thu Oct 07 16:11:55 GMT 2021","Thu Oct 07 16:11:57 GMT 2021","1905","","specs.sauce-labs/ui-presentation/login.page/all.elements.visible.test.ts","","","","Elements should be on page like on the ""golden"" screenshot",""
"passed","Thu Oct 07 16:11:56 GMT 2021","Thu Oct 07 16:11:57 GMT 2021","1326","","specs.sauce-labs/ui-presentation/login.page/input.fields.editable.test.ts","","","","input fields are editable",""
"passed","Thu Oct 07 16:11:52 GMT 2021","Thu Oct 07 16:11:54 GMT 2021","2275","","specs.sauce-labs/login/negative.cases/password.missing.test.ts","","","","appears error when clicking on login with only username entered",""
"passed","Thu Oct 07 16:11:30 GMT 2021","Thu Oct 07 16:11:32 GMT 2021","1240","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","description",""
"passed","Thu Oct 07 16:11:32 GMT 2021","Thu Oct 07 16:11:33 GMT 2021","1011","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","login status",""
"passed","Thu Oct 07 16:11:24 GMT 2021","Thu Oct 07 16:11:29 GMT 2021","4966","","sample-app/functional/negative.cases/incorrect.password.case.test.ts","","","","demonstrating error when password is incorrect, login correct",""
