"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 23 19:22:54 GMT 2021","Thu Sep 23 19:22:56 GMT 2021","1986","","specs/click.count.test.ts","","","","click count increased",""
"passed","Thu Sep 23 19:22:54 GMT 2021","Thu Sep 23 19:22:56 GMT 2021","2544","","specs/check.click.test.ts","","","","it is able to click the button",""
"passed","Thu Sep 23 19:22:56 GMT 2021","Thu Sep 23 19:22:58 GMT 2021","1630","","specs/sample-app/functional/negative.cases/all.fields.empty.test.ts","","","","demonstration warning when all fields are empty",""
"passed","Thu Sep 23 19:22:58 GMT 2021","Thu Sep 23 19:22:59 GMT 2021","1291","","specs/scroll.to.button.test.ts","","","","the button name is changing",""
"passed","Thu Sep 23 19:23:03 GMT 2021","Thu Sep 23 19:23:04 GMT 2021","1015","","specs/sample-app/ui/all.elements.visible.test.ts","On page is visible:","","","password input",""
"passed","Thu Sep 23 19:22:53 GMT 2021","Thu Sep 23 19:22:56 GMT 2021","2748","","specs/check.button.innerText.test.ts","","","","the button name is changing",""
"passed","Thu Sep 23 19:22:56 GMT 2021","Thu Sep 23 19:22:58 GMT 2021","1367","","specs/find.text.out.of.tags.test.ts","","","","find an element with Welcome text",""
"passed","Thu Sep 23 19:22:58 GMT 2021","Thu Sep 23 19:22:59 GMT 2021","1494","","specs/sample-app/ui/all.elements.visible.test.ts","On page is visible:","","","h3 tag",""
"passed","Thu Sep 23 19:22:59 GMT 2021","Thu Sep 23 19:23:01 GMT 2021","1239","","specs/sample-app/ui/all.elements.visible.test.ts","On page is visible:","","","description",""
"passed","Thu Sep 23 19:23:02 GMT 2021","Thu Sep 23 19:23:03 GMT 2021","1075","","specs/sample-app/ui/all.elements.visible.test.ts","On page is visible:","","","username input",""
"passed","Thu Sep 23 19:22:55 GMT 2021","Thu Sep 23 19:22:57 GMT 2021","1745","","specs/find.column.after.reload.test.ts","","","","value of cpu in table that each reload renders equals to text",""
"passed","Thu Sep 23 19:22:58 GMT 2021","Thu Sep 23 19:22:59 GMT 2021","1816","","specs/sample-app/functional/negative.cases/password.empty.test.ts","","","","demonstrate error when password is empty",""
"passed","Thu Sep 23 19:22:59 GMT 2021","Thu Sep 23 19:23:01 GMT 2021","1720","","specs/visibility.buttons.test.ts","","","","must determine hidden buttons",""
"passed","Thu Sep 23 19:22:58 GMT 2021","Thu Sep 23 19:22:59 GMT 2021","1450","","specs/sample-app/functional/negative.cases/username.empty.test.ts","","","","demonstrate error when login is empty",""
"passed","Thu Sep 23 19:22:59 GMT 2021","Thu Sep 23 19:23:06 GMT 2021","6923","","specs/wait.for.load.page.test.ts","","","","waiting for a page to load",""
"passed","Thu Sep 23 19:22:56 GMT 2021","Thu Sep 23 19:22:58 GMT 2021","1582","","specs/sample-app/functional/login.positive.test.ts","","","","login with correct login and password",""
"passed","Thu Sep 23 19:22:57 GMT 2021","Thu Sep 23 19:22:58 GMT 2021","1564","","specs/sample-app/functional/negative.cases/incorrect.password.case.test.ts","","","","demonstrating error when password is incorrect, login correct",""
"passed","Thu Sep 23 19:22:59 GMT 2021","Thu Sep 23 19:23:16 GMT 2021","16770","","specs/wait.for.ajax.test.ts","","","","waiting for an element to show up after AJAX",""
"passed","Thu Sep 23 19:23:01 GMT 2021","Thu Sep 23 19:23:02 GMT 2021","1097","","specs/sample-app/ui/all.elements.visible.test.ts","On page is visible:","","","login status",""
