"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 27 22:01:47 GMT 2021","Mon Sep 27 22:01:48 GMT 2021","1170","","specs.ui-testing-playground/find.column.after.reload.test.ts","","","","value of cpu in table that each reload renders equals to text",""
"passed","Mon Sep 27 22:01:45 GMT 2021","Mon Sep 27 22:01:46 GMT 2021","1170","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","h3 tag",""
"passed","Mon Sep 27 22:01:46 GMT 2021","Mon Sep 27 22:01:47 GMT 2021","1362","","specs.ui-testing-playground/check.click.test.ts","","","","it is able to click the button",""
"passed","Mon Sep 27 22:01:43 GMT 2021","Mon Sep 27 22:01:45 GMT 2021","1446","","sample-app/functional/negative.cases/all.fields.empty.test.ts","","","","demonstration warning when all fields are empty",""
"passed","Mon Sep 27 22:01:37 GMT 2021","Mon Sep 27 22:01:41 GMT 2021","3879","","specs.souce-labs/login/positive.cases/login.standard.user.test.ts","","","","login as standard user if username and password is for standard",""
"passed","Mon Sep 27 22:01:46 GMT 2021","Mon Sep 27 22:01:47 GMT 2021","1596","","specs.ui-testing-playground/check.button.innerText.test.ts","","","","the button name is changing",""
"passed","Mon Sep 27 22:01:49 GMT 2021","Mon Sep 27 22:01:50 GMT 2021","1406","","specs.ui-testing-playground/visibility.buttons.test.ts","","","","must determine hidden buttons",""
"passed","Mon Sep 27 22:01:47 GMT 2021","Mon Sep 27 22:01:49 GMT 2021","1327","","specs.ui-testing-playground/click.count.test.ts","","","","click count increased",""
"passed","Mon Sep 27 22:01:47 GMT 2021","Mon Sep 27 22:01:49 GMT 2021","1051","","specs.ui-testing-playground/find.text.out.of.tags.test.ts","","","","find an element with Welcome text",""
"passed","Mon Sep 27 22:01:48 GMT 2021","Mon Sep 27 22:01:49 GMT 2021","1101","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","[name=""UserName""] input",""
"passed","Mon Sep 27 22:01:45 GMT 2021","Mon Sep 27 22:01:46 GMT 2021","1304","","sample-app/functional/negative.cases/username.empty.test.ts","","","","demonstrate error when login is empty",""
"passed","Mon Sep 27 22:01:37 GMT 2021","Mon Sep 27 22:01:40 GMT 2021","2893","","specs.souce-labs/login/positive.cases/login.locked.user.test.ts","","","","appears message about locked user",""
"passed","Mon Sep 27 22:01:47 GMT 2021","Mon Sep 27 22:01:48 GMT 2021","1137","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","login status",""
"passed","Mon Sep 27 22:01:49 GMT 2021","Mon Sep 27 22:01:50 GMT 2021","1039","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","[name=""Password""] input",""
"passed","Mon Sep 27 22:01:38 GMT 2021","Mon Sep 27 22:01:40 GMT 2021","2029","","specs.souce-labs/login/ui-presentation/all.elements.visible.test.ts","","","","Elements should be on page like on the ""golden"" screenshot",""
"passed","Mon Sep 27 22:01:49 GMT 2021","Mon Sep 27 22:02:06 GMT 2021","17004","","specs.ui-testing-playground/wait.for.ajax.test.ts","","","","waiting for an element to show up after AJAX",""
"passed","Mon Sep 27 22:01:40 GMT 2021","Mon Sep 27 22:01:41 GMT 2021","921","","specs.souce-labs/login/ui-presentation/login.button.enabled.test.ts","","","","login button is enabled",""
"passed","Mon Sep 27 22:01:44 GMT 2021","Mon Sep 27 22:01:46 GMT 2021","2062","","sample-app/functional/negative.cases/incorrect.password.case.test.ts","","","","demonstrating error when password is incorrect, login correct",""
"passed","Mon Sep 27 22:01:43 GMT 2021","Mon Sep 27 22:01:44 GMT 2021","1758","","sample-app/functional/login.positive.test.ts","","","","login with correct login and password",""
"passed","Mon Sep 27 22:01:39 GMT 2021","Mon Sep 27 22:01:41 GMT 2021","1528","","specs.souce-labs/login/ui-presentation/input.fields.editable.test.ts","","","","input fields are editable",""
"passed","Mon Sep 27 22:01:46 GMT 2021","Mon Sep 27 22:01:47 GMT 2021","1328","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","description",""
"passed","Mon Sep 27 22:01:50 GMT 2021","Mon Sep 27 22:01:56 GMT 2021","6305","","specs.ui-testing-playground/wait.for.load.page.test.ts","","","","waiting for a page to load",""
"passed","Mon Sep 27 22:01:45 GMT 2021","Mon Sep 27 22:01:47 GMT 2021","2382","","sample-app/functional/negative.cases/password.empty.test.ts","","","","demonstrate error when password is empty",""
"passed","Mon Sep 27 22:01:48 GMT 2021","Mon Sep 27 22:01:50 GMT 2021","1257","","specs.ui-testing-playground/scroll.to.button.test.ts","","","","the button name is changing",""
