"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 13 11:25:27 GMT 2021","Wed Oct 13 11:25:28 GMT 2021","809","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","[name=""UserName""] input",""
"passed","Wed Oct 13 11:25:22 GMT 2021","Wed Oct 13 11:25:23 GMT 2021","1249","","sample-app/functional/negative.cases/all.fields.empty.test.ts","","","","demonstration warning when all fields are empty",""
"passed","Wed Oct 13 11:25:52 GMT 2021","Wed Oct 13 11:25:57 GMT 2021","4653","","specs.sauce-labs/login/positive.cases/login.standard.user.test.ts","","","","login as standard user",""
"passed","Wed Oct 13 11:25:51 GMT 2021","Wed Oct 13 11:25:52 GMT 2021","1614","","specs.sauce-labs/login/negative.cases/password.missing.test.ts","","","","appears error when clicking on login with only username entered",""
"passed","Wed Oct 13 11:25:26 GMT 2021","Wed Oct 13 11:25:27 GMT 2021","1059","","specs.ui-testing-playground/find.column.after.reload.test.ts","","","","value of cpu in table that each reload renders equals to text",""
"passed","Wed Oct 13 11:26:04 GMT 2021","Wed Oct 13 11:26:06 GMT 2021","1835","","specs.sauce-labs/ui-presentation/checkout.pages/step.two/all.labels.are.right.test.ts","Labels correspond to docs:","","","Payment info, Shipping info",""
"passed","Wed Oct 13 11:25:25 GMT 2021","Wed Oct 13 11:25:26 GMT 2021","1446","","specs.ui-testing-playground/check.button.innerText.test.ts","","","","the addToCart name is changing",""
"passed","Wed Oct 13 11:25:54 GMT 2021","Wed Oct 13 11:25:57 GMT 2021","2969","","specs.sauce-labs/main.page/filtration.on.letters.fromZ.toA.test.ts","","","","items are in order from z to a after filtration from z to a",""
"passed","Wed Oct 13 11:26:04 GMT 2021","Wed Oct 13 11:26:06 GMT 2021","2382","","specs.sauce-labs/ui-presentation/login.page/all.elements.visible.test.ts","","","","Elements on the login page should be like on the ""golden"" screenshot",""
"passed","Wed Oct 13 11:25:54 GMT 2021","Wed Oct 13 11:26:00 GMT 2021","5734","","specs.sauce-labs/main.page/continue.shopping.returns.on.inventory.page.test.ts","","","","continue shopping returns on the inventory page",""
"passed","Wed Oct 13 11:25:46 GMT 2021","Wed Oct 13 11:25:48 GMT 2021","2464","","specs.sauce-labs/checkout.pages/step.one/negative.cases/firstName.missed.test.ts","","","","Occurs an error when first name input missed",""
"passed","Wed Oct 13 11:26:06 GMT 2021","Wed Oct 13 11:26:07 GMT 2021","1668","","specs.sauce-labs/ui-presentation/main.page/all.elements.visible.test.ts","","","","Elements on the main page should be like on the ""golden"" screenshot ",""
"passed","Wed Oct 13 11:26:05 GMT 2021","Wed Oct 13 11:26:06 GMT 2021","1002","","specs.sauce-labs/ui-presentation/login.page/login.button.enabled.test.ts","","","","login addToCart is enabled",""
"passed","Wed Oct 13 11:25:54 GMT 2021","Wed Oct 13 11:25:59 GMT 2021","5482","","specs.sauce-labs/main.page/add.item.to.cart.test.ts","","","","user can add item to the cart",""
"passed","Wed Oct 13 11:25:50 GMT 2021","Wed Oct 13 11:25:52 GMT 2021","1920","","specs.sauce-labs/login/negative.cases/password.dosnt.match.username.test.ts","","","","appears error when clicking on login with username doesnt match password",""
"passed","Wed Oct 13 11:25:23 GMT 2021","Wed Oct 13 11:25:25 GMT 2021","1519","","sample-app/functional/negative.cases/username.empty.test.ts","","","","demonstrate error when login is empty",""
"passed","Wed Oct 13 11:26:04 GMT 2021","Wed Oct 13 11:26:05 GMT 2021","1706","","specs.sauce-labs/ui-presentation/checkout.pages/step.one/all.inputs.editable.test.ts","","","","input fields are editable on the checkout page",""
"passed","Wed Oct 13 11:25:26 GMT 2021","Wed Oct 13 11:25:27 GMT 2021","1148","","specs.ui-testing-playground/find.text.out.of.tags.test.ts","","","","find an element with Welcome text",""
"passed","Wed Oct 13 11:25:28 GMT 2021","Wed Oct 13 11:25:29 GMT 2021","1155","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","[name=""Password""] input",""
"passed","Wed Oct 13 11:25:47 GMT 2021","Wed Oct 13 11:25:50 GMT 2021","2497","","specs.sauce-labs/checkout.pages/step.one/positive.cases/redirects.on.step.two.test.ts","","","","Redirecting on the second checkout step when all data is correct",""
"passed","Wed Oct 13 11:26:04 GMT 2021","Wed Oct 13 11:26:05 GMT 2021","1505","","specs.sauce-labs/ui-presentation/login.page/input.fields.editable.test.ts","","","","input fields are editable",""
"passed","Wed Oct 13 11:25:57 GMT 2021","Wed Oct 13 11:26:01 GMT 2021","4304","","specs.sauce-labs/main.page/filtration.on.price.to.high.test.ts","","","","prices are in order from low to high after filtration from low to high",""
"passed","Wed Oct 13 11:25:25 GMT 2021","Wed Oct 13 11:25:26 GMT 2021","1104","","specs.ui-testing-playground/check.click.test.ts","","","","it is able to click the addToCart",""
"passed","Wed Oct 13 11:25:22 GMT 2021","Wed Oct 13 11:25:23 GMT 2021","1543","","sample-app/functional/login.positive.test.ts","","","","login with correct login and password",""
"passed","Wed Oct 13 11:25:52 GMT 2021","Wed Oct 13 11:25:54 GMT 2021","1917","","specs.sauce-labs/login/negative.cases/username.missing.test.ts","","","","appears error when clicking on login with only password entered",""
"passed","Wed Oct 13 11:25:23 GMT 2021","Wed Oct 13 11:25:24 GMT 2021","1060","","sample-app/ui/all.elements.visible.test.ts","On page are visible:","","","h3 tag",""
